"","source","target","weight","Type"
"1701",15,515,1,"Undirected"
"1702",18,515,4,"Undirected"
"1703",25,515,1,"Undirected"
"1704",13,516,2,"Undirected"
"1705",14,516,1,"Undirected"
"1706",9,517,1,"Undirected"
"1707",14,517,1,"Undirected"
"1708",22,517,2,"Undirected"
"1709",14,518,2,"Undirected"
"1710",14,519,2,"Undirected"
"1711",26,519,1,"Undirected"
"1712",14,520,1,"Undirected"
"1713",15,520,2,"Undirected"
"1714",27,520,1,"Undirected"
"1715",15,521,2,"Undirected"
"1716",7,522,2,"Undirected"
"1717",10,522,2,"Undirected"
"1718",11,522,3,"Undirected"
"1719",14,522,1,"Undirected"
"1720",19,522,3,"Undirected"
"1721",26,522,2,"Undirected"
"1722",28,522,1,"Undirected"
"1723",2,523,1,"Undirected"
"1724",7,523,1,"Undirected"
"1725",8,523,2,"Undirected"
"1726",19,523,2,"Undirected"
"1727",20,523,6,"Undirected"
"1728",20,524,1,"Undirected"
"1729",1,525,1,"Undirected"
"1730",11,525,1,"Undirected"
"1731",1,526,1,"Undirected"
"1732",13,526,1,"Undirected"
"1733",2,527,1,"Undirected"
"1734",3,527,3,"Undirected"
"1735",7,527,2,"Undirected"
"1736",13,527,1,"Undirected"
"1737",14,527,1,"Undirected"
"1738",19,527,2,"Undirected"
"1739",20,527,1,"Undirected"
"1740",10,528,2,"Undirected"
"1741",1,529,1,"Undirected"
"1742",3,529,1,"Undirected"
"1743",10,529,1,"Undirected"
"1744",14,529,1,"Undirected"
"1745",17,529,1,"Undirected"
"1746",23,529,1,"Undirected"
"1747",24,529,2,"Undirected"
"1748",19,530,3,"Undirected"
"1749",20,530,6,"Undirected"
"1750",20,531,2,"Undirected"
"1751",1,532,1,"Undirected"
"1752",19,532,2,"Undirected"
"1753",20,532,1,"Undirected"
"1754",23,532,1,"Undirected"
"1755",26,532,2,"Undirected"
"1756",5,533,1,"Undirected"
"1757",7,533,2,"Undirected"
"1758",9,533,2,"Undirected"
"1759",14,533,1,"Undirected"
"1760",15,533,2,"Undirected"
"1761",17,533,1,"Undirected"
"1762",20,533,7,"Undirected"
"1763",27,533,1,"Undirected"
"1764",20,534,4,"Undirected"
"1765",13,535,1,"Undirected"
"1766",20,535,4,"Undirected"
"1767",23,535,1,"Undirected"
"1768",25,535,1,"Undirected"
"1769",19,536,4,"Undirected"
"1770",20,536,5,"Undirected"
"1771",22,536,1,"Undirected"
"1772",26,536,1,"Undirected"
"1773",9,537,1,"Undirected"
"1774",11,537,1,"Undirected"
"1775",15,537,6,"Undirected"
"1776",16,537,1,"Undirected"
"1777",20,537,5,"Undirected"
"1778",22,537,1,"Undirected"
"1779",3,538,1,"Undirected"
"1780",20,538,1,"Undirected"
"1781",3,539,1,"Undirected"
"1782",9,539,1,"Undirected"
"1783",11,539,3,"Undirected"
"1784",15,539,13,"Undirected"
"1785",20,539,6,"Undirected"
"1786",25,539,3,"Undirected"
"1787",27,539,1,"Undirected"
"1788",12,540,1,"Undirected"
"1789",21,540,1,"Undirected"
"1790",11,541,1,"Undirected"
"1791",21,541,2,"Undirected"
"1792",28,541,1,"Undirected"
"1793",7,542,2,"Undirected"
"1794",11,542,1,"Undirected"
"1795",20,542,1,"Undirected"
"1796",27,542,2,"Undirected"
"1797",1,543,2,"Undirected"
"1798",17,543,1,"Undirected"
"1799",3,544,1,"Undirected"
"1800",3,545,1,"Undirected"
"1801",10,545,1,"Undirected"
"1802",11,545,1,"Undirected"
"1803",18,545,2,"Undirected"
"1804",25,545,2,"Undirected"
"1805",10,546,1,"Undirected"
"1806",1,547,1,"Undirected"
"1807",10,547,3,"Undirected"
"1808",4,548,1,"Undirected"
"1809",5,548,1,"Undirected"
"1810",8,548,1,"Undirected"
"1811",9,548,2,"Undirected"
"1812",11,548,1,"Undirected"
"1813",12,548,1,"Undirected"
"1814",16,548,1,"Undirected"
"1815",25,548,1,"Undirected"
"1816",28,548,4,"Undirected"
"1817",13,549,3,"Undirected"
"1818",14,550,7,"Undirected"
"1819",22,550,3,"Undirected"
"1820",15,551,13,"Undirected"
"1821",17,552,1,"Undirected"
"1822",26,552,2,"Undirected"
"1823",7,553,1,"Undirected"
"1824",19,553,1,"Undirected"
"1825",20,553,1,"Undirected"
"1826",13,554,1,"Undirected"
"1827",20,554,4,"Undirected"
"1828",19,555,1,"Undirected"
"1829",20,555,1,"Undirected"
"1830",4,556,1,"Undirected"
"1831",11,556,1,"Undirected"
"1832",14,556,1,"Undirected"
"1833",21,556,2,"Undirected"
"1834",24,557,1,"Undirected"
"1835",24,558,1,"Undirected"
"1836",3,559,1,"Undirected"
"1837",26,559,1,"Undirected"
"1838",26,560,1,"Undirected"
"1839",26,561,1,"Undirected"
"1840",28,561,1,"Undirected"
"1841",1,562,1,"Undirected"
"1842",11,562,1,"Undirected"
"1843",1,563,3,"Undirected"
"1844",10,563,4,"Undirected"
"1845",22,563,1,"Undirected"
"1846",28,563,1,"Undirected"
"1847",2,564,1,"Undirected"
"1848",1,565,1,"Undirected"
"1849",2,565,1,"Undirected"
"1850",21,565,1,"Undirected"
"1851",7,566,3,"Undirected"
"1852",19,566,1,"Undirected"
"1853",8,567,2,"Undirected"
"1854",8,568,1,"Undirected"
"1855",10,568,5,"Undirected"
"1856",1,569,1,"Undirected"
"1857",10,569,1,"Undirected"
"1858",7,570,2,"Undirected"
"1859",10,570,4,"Undirected"
"1860",11,570,1,"Undirected"
"1861",20,570,2,"Undirected"
"1862",11,571,2,"Undirected"
"1863",13,571,3,"Undirected"
"1864",25,571,2,"Undirected"
"1865",13,572,3,"Undirected"
"1866",13,573,1,"Undirected"
"1867",18,573,1,"Undirected"
"1868",10,574,1,"Undirected"
"1869",13,574,4,"Undirected"
"1870",14,574,1,"Undirected"
"1871",14,575,1,"Undirected"
"1872",15,575,1,"Undirected"
"1873",17,575,2,"Undirected"
"1874",22,575,2,"Undirected"
"1875",1,576,1,"Undirected"
"1876",2,576,1,"Undirected"
"1877",9,576,1,"Undirected"
"1878",10,576,1,"Undirected"
"1879",13,576,2,"Undirected"
"1880",14,576,1,"Undirected"
"1881",15,576,1,"Undirected"
"1882",20,576,3,"Undirected"
"1883",25,576,1,"Undirected"
"1884",26,577,2,"Undirected"
"1885",26,578,1,"Undirected"
"1886",1,579,3,"Undirected"
"1887",6,579,1,"Undirected"
"1888",10,579,2,"Undirected"
"1889",1,580,4,"Undirected"
"1890",2,580,1,"Undirected"
"1891",1,581,1,"Undirected"
"1892",3,581,1,"Undirected"
"1893",10,581,3,"Undirected"
"1894",4,582,1,"Undirected"
"1895",21,582,1,"Undirected"
"1896",7,583,1,"Undirected"
"1897",7,584,1,"Undirected"
"1898",23,584,1,"Undirected"
"1899",24,584,1,"Undirected"
"1900",7,585,1,"Undirected"
"1901",27,585,2,"Undirected"
"1902",9,586,1,"Undirected"
"1903",10,586,1,"Undirected"
"1904",13,586,1,"Undirected"
"1905",17,586,1,"Undirected"
"1906",1,587,2,"Undirected"
"1907",10,587,7,"Undirected"
"1908",17,587,1,"Undirected"
"1909",13,588,2,"Undirected"
"1910",14,588,1,"Undirected"
"1911",14,589,1,"Undirected"
"1912",19,590,2,"Undirected"
"1913",20,590,3,"Undirected"
"1914",9,591,1,"Undirected"
"1915",18,591,2,"Undirected"
"1916",21,591,1,"Undirected"
"1917",28,591,2,"Undirected"
"1918",9,592,1,"Undirected"
"1919",14,592,1,"Undirected"
"1920",15,592,1,"Undirected"
"1921",20,592,4,"Undirected"
"1922",23,592,3,"Undirected"
"1923",24,593,2,"Undirected"
"1924",26,594,1,"Undirected"
"1925",28,595,1,"Undirected"
"1926",3,596,1,"Undirected"
"1927",7,596,1,"Undirected"
"1928",14,596,2,"Undirected"
"1929",24,596,1,"Undirected"
"1930",9,597,1,"Undirected"
"1931",10,598,1,"Undirected"
"1932",10,599,1,"Undirected"
"1933",14,600,1,"Undirected"
"1934",15,601,1,"Undirected"
"1935",17,602,2,"Undirected"
"1936",19,602,1,"Undirected"
"1937",18,603,1,"Undirected"
"1938",19,604,1,"Undirected"
"1939",20,605,1,"Undirected"
"1940",5,606,1,"Undirected"
"1941",22,606,1,"Undirected"
"1942",22,607,1,"Undirected"
"1943",23,607,1,"Undirected"
"1944",24,608,1,"Undirected"
"1945",14,609,1,"Undirected"
"1946",25,609,1,"Undirected"
"1947",26,610,3,"Undirected"
"1948",27,611,1,"Undirected"
"1949",11,612,1,"Undirected"
"1950",18,612,2,"Undirected"
"1951",26,612,1,"Undirected"
"1952",14,613,1,"Undirected"
"1953",25,613,1,"Undirected"
"1954",18,614,1,"Undirected"
"1955",27,615,1,"Undirected"
"1956",9,616,2,"Undirected"
"1957",18,616,1,"Undirected"
"1958",28,616,3,"Undirected"
"1959",7,617,1,"Undirected"
"1960",27,617,1,"Undirected"
"1961",9,618,1,"Undirected"
"1962",13,619,2,"Undirected"
"1963",14,620,1,"Undirected"
"1964",13,621,1,"Undirected"
"1965",20,621,1,"Undirected"
"1966",20,622,1,"Undirected"
"1967",11,623,1,"Undirected"
"1968",19,623,1,"Undirected"
"1969",20,623,7,"Undirected"
"1970",20,624,1,"Undirected"
"1971",2,625,2,"Undirected"
"1972",7,625,2,"Undirected"
"1973",18,625,1,"Undirected"
"1974",19,625,1,"Undirected"
"1975",26,625,6,"Undirected"
"1976",26,626,1,"Undirected"
"1977",1,627,1,"Undirected"
"1978",10,627,1,"Undirected"
"1979",1,628,1,"Undirected"
"1980",22,628,1,"Undirected"
"1981",2,629,1,"Undirected"
"1982",8,630,1,"Undirected"
"1983",13,631,2,"Undirected"
"1984",9,632,1,"Undirected"
"1985",13,632,3,"Undirected"
"1986",7,633,1,"Undirected"
"1987",14,633,6,"Undirected"
"1988",19,633,1,"Undirected"
"1989",20,633,4,"Undirected"
"1990",23,634,2,"Undirected"
"1991",1,635,1,"Undirected"
"1992",10,635,1,"Undirected"
"1993",24,635,1,"Undirected"
"1994",26,636,1,"Undirected"
"1995",26,637,1,"Undirected"
"1996",3,638,1,"Undirected"
"1997",9,638,4,"Undirected"
"1998",11,638,2,"Undirected"
"1999",23,638,1,"Undirected"
"2000",25,638,1,"Undirected"
"2001",28,638,2,"Undirected"
"2002",14,639,1,"Undirected"
"2003",2,640,1,"Undirected"
"2004",3,640,1,"Undirected"
"2005",14,640,1,"Undirected"
"2006",27,640,1,"Undirected"
"2007",28,640,1,"Undirected"
"2008",17,641,1,"Undirected"
"2009",20,642,1,"Undirected"
"2010",24,642,1,"Undirected"
"2011",1,643,1,"Undirected"
"2012",2,643,2,"Undirected"
"2013",3,643,1,"Undirected"
"2014",5,643,2,"Undirected"
"2015",7,643,1,"Undirected"
"2016",8,643,1,"Undirected"
"2017",11,643,1,"Undirected"
"2018",15,643,2,"Undirected"
"2019",19,643,1,"Undirected"
"2020",20,643,6,"Undirected"
"2021",22,643,3,"Undirected"
"2022",25,643,1,"Undirected"
"2023",3,644,1,"Undirected"
"2024",20,644,1,"Undirected"
"2025",26,644,1,"Undirected"
"2026",22,645,1,"Undirected"
"2027",24,646,3,"Undirected"
"2028",7,647,3,"Undirected"
"2029",28,647,2,"Undirected"
"2030",4,648,3,"Undirected"
"2031",10,648,1,"Undirected"
"2032",24,648,1,"Undirected"
"2033",9,649,2,"Undirected"
"2034",17,650,1,"Undirected"
"2035",3,651,2,"Undirected"
"2036",5,651,1,"Undirected"
"2037",7,651,1,"Undirected"
"2038",11,651,1,"Undirected"
"2039",14,651,1,"Undirected"
"2040",19,651,1,"Undirected"
"2041",20,651,1,"Undirected"
"2042",25,651,1,"Undirected"
"2043",26,651,2,"Undirected"
"2044",27,652,2,"Undirected"
"2045",1,653,2,"Undirected"
"2046",2,653,3,"Undirected"
"2047",3,653,3,"Undirected"
"2048",10,653,2,"Undirected"
"2049",11,653,1,"Undirected"
"2050",14,653,1,"Undirected"
"2051",17,653,1,"Undirected"
"2052",2,654,1,"Undirected"
"2053",5,654,1,"Undirected"
"2054",7,654,2,"Undirected"
"2055",3,655,4,"Undirected"
"2056",7,655,1,"Undirected"
"2057",9,655,1,"Undirected"
"2058",7,656,1,"Undirected"
"2059",19,656,1,"Undirected"
"2060",10,657,1,"Undirected"
"2061",13,657,3,"Undirected"
"2062",14,657,1,"Undirected"
"2063",23,657,1,"Undirected"
"2064",25,657,5,"Undirected"
"2065",7,658,1,"Undirected"
"2066",9,658,1,"Undirected"
"2067",13,658,1,"Undirected"
"2068",14,658,2,"Undirected"
"2069",18,658,1,"Undirected"
"2070",21,659,1,"Undirected"
"2071",2,660,1,"Undirected"
"2072",22,660,1,"Undirected"
"2073",27,661,1,"Undirected"
"2074",27,662,1,"Undirected"
"2075",1,663,1,"Undirected"
"2076",10,663,1,"Undirected"
"2077",18,663,1,"Undirected"
"2078",28,663,1,"Undirected"
"2079",3,664,1,"Undirected"
"2080",7,665,1,"Undirected"
"2081",10,665,1,"Undirected"
"2082",1,666,1,"Undirected"
"2083",10,666,1,"Undirected"
"2084",20,666,1,"Undirected"
"2085",10,667,1,"Undirected"
"2086",23,667,1,"Undirected"
"2087",10,668,1,"Undirected"
"2088",10,669,1,"Undirected"
"2089",10,670,1,"Undirected"
"2090",11,670,1,"Undirected"
"2091",11,671,1,"Undirected"
"2092",25,671,1,"Undirected"
"2093",13,672,1,"Undirected"
"2094",11,673,1,"Undirected"
"2095",13,673,4,"Undirected"
"2096",14,673,1,"Undirected"
"2097",20,673,1,"Undirected"
"2098",23,673,2,"Undirected"
"2099",25,673,1,"Undirected"
"2100",14,674,1,"Undirected"
"2101",19,674,1,"Undirected"
"2102",20,674,8,"Undirected"
"2103",1,675,1,"Undirected"
"2104",13,675,1,"Undirected"
"2105",14,675,2,"Undirected"
"2106",2,676,1,"Undirected"
"2107",15,676,1,"Undirected"
"2108",19,676,1,"Undirected"
"2109",2,677,1,"Undirected"
"2110",19,677,2,"Undirected"
"2111",20,677,2,"Undirected"
"2112",22,677,1,"Undirected"
"2113",26,677,1,"Undirected"
"2114",9,678,1,"Undirected"
"2115",20,678,1,"Undirected"
"2116",20,679,1,"Undirected"
"2117",23,680,1,"Undirected"
"2118",7,681,1,"Undirected"
"2119",22,681,1,"Undirected"
"2120",24,681,1,"Undirected"
"2121",27,681,2,"Undirected"
"2122",10,682,1,"Undirected"
"2123",28,682,2,"Undirected"
"2124",1,683,1,"Undirected"
"2125",28,683,2,"Undirected"
"2126",13,684,1,"Undirected"
"2127",28,684,1,"Undirected"
"2128",1,685,1,"Undirected"
"2129",24,685,2,"Undirected"
"2130",2,686,1,"Undirected"
"2131",2,687,2,"Undirected"
"2132",2,688,3,"Undirected"
"2133",2,689,1,"Undirected"
"2134",1,690,4,"Undirected"
"2135",2,690,2,"Undirected"
"2136",3,690,2,"Undirected"
"2137",7,690,1,"Undirected"
"2138",9,690,2,"Undirected"
"2139",10,690,1,"Undirected"
"2140",11,690,1,"Undirected"
"2141",12,690,1,"Undirected"
"2142",13,690,2,"Undirected"
"2143",14,690,1,"Undirected"
"2144",15,690,3,"Undirected"
"2145",18,690,1,"Undirected"
"2146",23,690,1,"Undirected"
"2147",24,690,1,"Undirected"
"2148",25,690,1,"Undirected"
"2149",28,690,1,"Undirected"
"2150",3,691,1,"Undirected"
"2151",7,691,1,"Undirected"
"2152",10,691,2,"Undirected"
"2153",12,691,3,"Undirected"
"2154",14,691,1,"Undirected"
"2155",16,691,1,"Undirected"
"2156",20,691,2,"Undirected"
"2157",13,692,3,"Undirected"
"2158",25,692,1,"Undirected"
"2159",14,693,1,"Undirected"
"2160",15,693,1,"Undirected"
"2161",22,694,3,"Undirected"
"2162",27,694,1,"Undirected"
"2163",27,695,1,"Undirected"
"2164",1,696,1,"Undirected"
"2165",10,696,1,"Undirected"
"2166",3,697,1,"Undirected"
"2167",14,698,1,"Undirected"
"2168",17,699,2,"Undirected"
"2169",2,700,1,"Undirected"
"2170",3,700,1,"Undirected"
"2171",5,700,1,"Undirected"
"2172",13,700,1,"Undirected"
"2173",15,700,2,"Undirected"
"2174",17,700,1,"Undirected"
"2175",20,700,1,"Undirected"
"2176",22,700,7,"Undirected"
"2177",27,700,2,"Undirected"
"2178",28,700,1,"Undirected"
"2179",24,701,1,"Undirected"
"2180",27,702,1,"Undirected"
"2181",7,703,1,"Undirected"
"2182",28,703,1,"Undirected"
"2183",22,704,1,"Undirected"
"2184",23,704,1,"Undirected"
"2185",26,705,1,"Undirected"
"2186",14,706,1,"Undirected"
"2187",26,706,1,"Undirected"
"2188",10,707,1,"Undirected"
"2189",1,708,1,"Undirected"
"2190",10,708,4,"Undirected"
"2191",10,709,1,"Undirected"
"2192",14,709,1,"Undirected"
"2193",17,710,1,"Undirected"
"2194",10,711,1,"Undirected"
"2195",19,711,4,"Undirected"
"2196",20,711,2,"Undirected"
"2197",11,712,1,"Undirected"
"2198",19,712,2,"Undirected"
"2199",20,712,2,"Undirected"
"2200",6,713,1,"Undirected"
"2201",9,713,1,"Undirected"
"2202",20,713,1,"Undirected"
"2203",26,713,1,"Undirected"
"2204",1,714,1,"Undirected"
"2205",18,714,1,"Undirected"
"2206",1,715,2,"Undirected"
"2207",10,715,1,"Undirected"
"2208",1,716,2,"Undirected"
"2209",2,716,1,"Undirected"
"2210",3,716,1,"Undirected"
"2211",10,716,2,"Undirected"
"2212",14,716,1,"Undirected"
"2213",18,716,2,"Undirected"
"2214",5,717,1,"Undirected"
"2215",7,717,1,"Undirected"
"2216",10,718,1,"Undirected"
"2217",10,719,1,"Undirected"
"2218",16,719,1,"Undirected"
"2219",10,720,1,"Undirected"
"2220",10,721,2,"Undirected"
"2221",10,722,2,"Undirected"
"2222",13,723,2,"Undirected"
"2223",13,724,2,"Undirected"
"2224",11,725,1,"Undirected"
"2225",13,725,1,"Undirected"
"2226",14,725,1,"Undirected"
"2227",10,726,1,"Undirected"
"2228",14,726,2,"Undirected"
"2229",26,726,1,"Undirected"
"2230",13,727,2,"Undirected"
"2231",14,727,1,"Undirected"
"2232",23,727,1,"Undirected"
"2233",28,727,1,"Undirected"
"2234",15,728,1,"Undirected"
"2235",17,729,1,"Undirected"
"2236",28,729,1,"Undirected"
"2237",22,730,1,"Undirected"
"2238",9,731,1,"Undirected"
"2239",20,731,1,"Undirected"
"2240",22,731,2,"Undirected"
"2241",26,732,3,"Undirected"
"2242",3,733,1,"Undirected"
"2243",9,733,1,"Undirected"
"2244",24,733,1,"Undirected"
"2245",27,733,2,"Undirected"
"2246",28,733,3,"Undirected"
"2247",9,734,1,"Undirected"
"2248",28,734,1,"Undirected"
"2249",1,735,1,"Undirected"
"2250",10,735,1,"Undirected"
"2251",19,735,3,"Undirected"
"2252",20,735,2,"Undirected"
"2253",7,736,1,"Undirected"
"2254",10,736,1,"Undirected"
"2255",24,736,2,"Undirected"
"2256",10,737,1,"Undirected"
"2257",18,737,1,"Undirected"
"2258",7,738,1,"Undirected"
"2259",11,738,1,"Undirected"
"2260",14,738,1,"Undirected"
"2261",23,738,1,"Undirected"
"2262",27,738,1,"Undirected"
"2263",3,739,3,"Undirected"
"2264",11,739,1,"Undirected"
"2265",14,739,2,"Undirected"
"2266",22,739,2,"Undirected"
"2267",23,739,1,"Undirected"
"2268",1,740,1,"Undirected"
"2269",8,740,1,"Undirected"
"2270",11,740,1,"Undirected"
"2271",13,740,3,"Undirected"
"2272",14,740,1,"Undirected"
"2273",25,740,2,"Undirected"
"2274",13,741,1,"Undirected"
"2275",23,741,1,"Undirected"
"2276",18,742,1,"Undirected"
"2277",22,743,1,"Undirected"
"2278",24,744,2,"Undirected"
"2279",1,745,1,"Undirected"
"2280",10,745,1,"Undirected"
"2281",19,746,4,"Undirected"
"2282",21,747,1,"Undirected"
"2283",22,748,1,"Undirected"
"2284",11,749,1,"Undirected"
"2285",13,749,2,"Undirected"
"2286",14,749,2,"Undirected"
"2287",25,749,1,"Undirected"
"2288",1,750,1,"Undirected"
"2289",7,750,1,"Undirected"
"2290",10,750,1,"Undirected"
"2291",13,750,1,"Undirected"
"2292",9,751,1,"Undirected"
"2293",1,752,2,"Undirected"
"2294",10,752,3,"Undirected"
"2295",11,752,1,"Undirected"
"2296",18,752,1,"Undirected"
"2297",24,752,1,"Undirected"
"2298",10,753,2,"Undirected"
"2299",27,753,1,"Undirected"
"2300",13,754,1,"Undirected"
"2301",14,754,2,"Undirected"
"2302",25,754,1,"Undirected"
"2303",20,755,2,"Undirected"
"2304",26,756,4,"Undirected"
"2305",3,757,1,"Undirected"
"2306",7,757,1,"Undirected"
"2307",11,757,3,"Undirected"
"2308",14,757,2,"Undirected"
"2309",20,757,2,"Undirected"
"2310",23,757,1,"Undirected"
"2311",28,757,1,"Undirected"
"2312",2,758,1,"Undirected"
"2313",3,759,1,"Undirected"
"2314",5,759,1,"Undirected"
"2315",22,759,1,"Undirected"
"2316",23,759,1,"Undirected"
"2317",3,760,1,"Undirected"
"2318",10,760,2,"Undirected"
"2319",13,760,1,"Undirected"
"2320",14,760,2,"Undirected"
"2321",20,760,1,"Undirected"
"2322",17,761,1,"Undirected"
"2323",9,762,1,"Undirected"
"2324",11,762,1,"Undirected"
"2325",14,762,2,"Undirected"
"2326",15,762,1,"Undirected"
"2327",19,762,1,"Undirected"
"2328",20,762,4,"Undirected"
"2329",19,763,1,"Undirected"
"2330",14,764,1,"Undirected"
"2331",27,764,1,"Undirected"
"2332",27,765,1,"Undirected"
"2333",9,766,1,"Undirected"
"2334",18,766,1,"Undirected"
"2335",28,766,1,"Undirected"
"2336",7,767,1,"Undirected"
"2337",14,767,1,"Undirected"
"2338",10,768,1,"Undirected"
"2339",27,768,1,"Undirected"
"2340",5,769,1,"Undirected"
"2341",9,769,1,"Undirected"
"2342",11,769,2,"Undirected"
"2343",20,769,4,"Undirected"
"2344",11,770,1,"Undirected"
"2345",2,771,2,"Undirected"
"2346",14,771,1,"Undirected"
"2347",22,771,1,"Undirected"
"2348",19,772,1,"Undirected"
"2349",20,772,1,"Undirected"
"2350",20,773,2,"Undirected"
"2351",28,774,1,"Undirected"
"2352",10,775,2,"Undirected"
"2353",7,776,1,"Undirected"
"2354",10,776,1,"Undirected"
"2355",20,776,1,"Undirected"
"2356",23,776,2,"Undirected"
"2357",25,776,1,"Undirected"
"2358",13,777,1,"Undirected"
"2359",18,778,1,"Undirected"
"2360",20,779,1,"Undirected"
"2361",24,780,1,"Undirected"
"2362",24,781,1,"Undirected"
"2363",2,782,1,"Undirected"
"2364",7,783,1,"Undirected"
"2365",13,783,1,"Undirected"
"2366",14,783,1,"Undirected"
"2367",25,783,2,"Undirected"
"2368",28,783,1,"Undirected"
"2369",1,784,1,"Undirected"
"2370",7,784,1,"Undirected"
"2371",11,785,1,"Undirected"
"2372",14,785,1,"Undirected"
"2373",17,785,1,"Undirected"
"2374",19,785,1,"Undirected"
"2375",26,785,4,"Undirected"
"2376",18,786,1,"Undirected"
"2377",24,786,1,"Undirected"
"2378",24,787,2,"Undirected"
"2379",1,788,1,"Undirected"
"2380",1,789,1,"Undirected"
"2381",10,789,3,"Undirected"
"2382",17,789,1,"Undirected"
"2383",24,789,1,"Undirected"
"2384",22,790,3,"Undirected"
"2385",27,790,2,"Undirected"
"2386",28,791,1,"Undirected"
"2387",2,792,2,"Undirected"
"2388",3,792,3,"Undirected"
"2389",13,792,2,"Undirected"
"2390",14,792,3,"Undirected"
"2391",19,792,1,"Undirected"
"2392",20,792,1,"Undirected"
"2393",25,792,2,"Undirected"
"2394",2,793,1,"Undirected"
"2395",8,793,1,"Undirected"
"2396",10,793,1,"Undirected"
"2397",3,794,1,"Undirected"
"2398",3,795,1,"Undirected"
"2399",7,795,1,"Undirected"
"2400",19,795,1,"Undirected"
"2401",3,796,1,"Undirected"
"2402",7,796,1,"Undirected"
"2403",10,796,1,"Undirected"
"2404",15,796,1,"Undirected"
"2405",18,796,1,"Undirected"
"2406",13,797,1,"Undirected"
"2407",13,798,5,"Undirected"
"2408",23,798,1,"Undirected"
"2409",25,798,1,"Undirected"
"2410",13,799,2,"Undirected"
"2411",26,799,1,"Undirected"
"2412",28,799,1,"Undirected"
"2413",13,800,1,"Undirected"
"2414",1,801,1,"Undirected"
"2415",10,801,1,"Undirected"
"2416",17,801,1,"Undirected"
"2417",18,802,2,"Undirected"
"2418",2,803,1,"Undirected"
"2419",3,803,1,"Undirected"
"2420",3,804,1,"Undirected"
"2421",3,805,1,"Undirected"
"2422",10,805,3,"Undirected"
"2423",19,805,4,"Undirected"
"2424",3,806,1,"Undirected"
"2425",11,806,1,"Undirected"
"2426",2,807,1,"Undirected"
"2427",13,807,1,"Undirected"
"2428",14,807,2,"Undirected"
"2429",20,807,1,"Undirected"
"2430",19,808,2,"Undirected"
"2431",20,808,3,"Undirected"
"2432",22,809,1,"Undirected"
"2433",27,809,1,"Undirected"
"2434",24,810,1,"Undirected"
"2435",24,811,1,"Undirected"
"2436",1,812,1,"Undirected"
"2437",28,812,3,"Undirected"
"2438",7,813,1,"Undirected"
"2439",27,813,1,"Undirected"
"2440",9,814,1,"Undirected"
"2441",11,815,2,"Undirected"
"2442",7,816,1,"Undirected"
"2443",11,816,1,"Undirected"
"2444",14,816,1,"Undirected"
"2445",27,816,1,"Undirected"
"2446",14,817,1,"Undirected"
"2447",2,818,2,"Undirected"
"2448",7,818,1,"Undirected"
"2449",9,818,2,"Undirected"
"2450",14,818,2,"Undirected"
"2451",15,818,3,"Undirected"
"2452",20,818,1,"Undirected"
"2453",27,818,1,"Undirected"
"2454",14,819,1,"Undirected"
"2455",19,819,1,"Undirected"
"2456",20,819,1,"Undirected"
"2457",14,820,3,"Undirected"
"2458",15,820,1,"Undirected"
"2459",20,820,4,"Undirected"
"2460",20,821,1,"Undirected"
"2461",22,822,2,"Undirected"
"2462",22,823,1,"Undirected"
"2463",1,824,1,"Undirected"
"2464",24,824,1,"Undirected"
"2465",3,825,2,"Undirected"
"2466",14,825,1,"Undirected"
"2467",22,825,1,"Undirected"
"2468",27,825,1,"Undirected"
"2469",1,826,1,"Undirected"
"2470",10,826,1,"Undirected"
"2471",24,826,1,"Undirected"
"2472",28,826,2,"Undirected"
"2473",3,827,1,"Undirected"
"2474",7,827,1,"Undirected"
"2475",1,828,1,"Undirected"
"2476",9,828,1,"Undirected"
"2477",1,829,2,"Undirected"
"2478",10,829,3,"Undirected"
"2479",11,829,1,"Undirected"
"2480",13,829,1,"Undirected"
"2481",14,829,1,"Undirected"
"2482",23,829,1,"Undirected"
"2483",24,829,1,"Undirected"
"2484",25,829,1,"Undirected"
"2485",28,829,1,"Undirected"
"2486",10,830,1,"Undirected"
"2487",10,831,2,"Undirected"
"2488",8,832,1,"Undirected"
"2489",9,832,1,"Undirected"
"2490",11,832,2,"Undirected"
"2491",13,832,1,"Undirected"
"2492",23,832,1,"Undirected"
"2493",1,833,1,"Undirected"
"2494",14,833,1,"Undirected"
"2495",25,834,1,"Undirected"
"2496",26,835,1,"Undirected"
"2497",1,836,1,"Undirected"
"2498",14,836,1,"Undirected"
"2499",3,837,1,"Undirected"
"2500",7,837,1,"Undirected"
"2501",14,837,1,"Undirected"
"2502",2,838,1,"Undirected"
"2503",5,838,1,"Undirected"
"2504",2,839,1,"Undirected"
"2505",10,839,1,"Undirected"
"2506",11,839,1,"Undirected"
"2507",13,839,1,"Undirected"
"2508",14,839,1,"Undirected"
"2509",23,839,1,"Undirected"
"2510",13,840,1,"Undirected"
"2511",14,840,2,"Undirected"
"2512",25,840,2,"Undirected"
"2513",13,841,2,"Undirected"
"2514",21,842,2,"Undirected"
"2515",28,843,1,"Undirected"
"2516",10,844,1,"Undirected"
"2517",13,844,1,"Undirected"
"2518",3,845,1,"Undirected"
"2519",8,845,1,"Undirected"
"2520",9,845,1,"Undirected"
"2521",12,845,1,"Undirected"
"2522",13,846,1,"Undirected"
