"","source","target","weight","Type"
"4093",14,1827,1,"Undirected"
"4094",20,1828,1,"Undirected"
"4095",9,1829,2,"Undirected"
"4096",14,1830,1,"Undirected"
"4097",14,1831,1,"Undirected"
"4098",15,1832,1,"Undirected"
"4099",1,1833,1,"Undirected"
"4100",10,1833,1,"Undirected"
"4101",23,1833,1,"Undirected"
"4102",26,1833,1,"Undirected"
"4103",28,1833,1,"Undirected"
"4104",13,1834,1,"Undirected"
"4105",14,1835,1,"Undirected"
"4106",22,1836,1,"Undirected"
"4107",7,1837,1,"Undirected"
"4108",8,1838,1,"Undirected"
"4109",13,1839,1,"Undirected"
"4110",3,1840,1,"Undirected"
"4111",14,1840,2,"Undirected"
"4112",19,1840,1,"Undirected"
"4113",14,1841,1,"Undirected"
"4114",24,1842,1,"Undirected"
"4115",28,1843,1,"Undirected"
"4116",7,1844,1,"Undirected"
"4117",14,1845,1,"Undirected"
"4118",28,1846,1,"Undirected"
"4119",3,1847,1,"Undirected"
"4120",20,1847,1,"Undirected"
"4121",3,1848,2,"Undirected"
"4122",8,1849,1,"Undirected"
"4123",10,1850,1,"Undirected"
"4124",13,1851,1,"Undirected"
"4125",14,1852,1,"Undirected"
"4126",14,1853,1,"Undirected"
"4127",19,1854,1,"Undirected"
"4128",22,1855,1,"Undirected"
"4129",23,1856,1,"Undirected"
"4130",27,1857,1,"Undirected"
"4131",3,1858,1,"Undirected"
"4132",13,1859,1,"Undirected"
"4133",14,1860,1,"Undirected"
"4134",14,1861,1,"Undirected"
"4135",19,1862,1,"Undirected"
"4136",22,1863,2,"Undirected"
"4137",9,1864,1,"Undirected"
"4138",14,1865,1,"Undirected"
"4139",21,1866,2,"Undirected"
"4140",22,1866,1,"Undirected"
"4141",25,1866,1,"Undirected"
"4142",26,1867,3,"Undirected"
"4143",7,1868,1,"Undirected"
"4144",14,1868,1,"Undirected"
"4145",28,1868,1,"Undirected"
"4146",13,1869,1,"Undirected"
"4147",13,1870,1,"Undirected"
"4148",14,1870,1,"Undirected"
"4149",13,1871,1,"Undirected"
"4150",14,1871,1,"Undirected"
"4151",15,1872,1,"Undirected"
"4152",20,1872,1,"Undirected"
"4153",25,1872,1,"Undirected"
"4154",23,1873,1,"Undirected"
"4155",10,1874,1,"Undirected"
"4156",28,1874,1,"Undirected"
"4157",2,1875,1,"Undirected"
"4158",3,1876,1,"Undirected"
"4159",3,1877,1,"Undirected"
"4160",11,1878,1,"Undirected"
"4161",20,1879,1,"Undirected"
"4162",1,1880,1,"Undirected"
"4163",7,1880,1,"Undirected"
"4164",2,1881,1,"Undirected"
"4165",2,1882,1,"Undirected"
"4166",3,1883,1,"Undirected"
"4167",11,1884,1,"Undirected"
"4168",20,1885,1,"Undirected"
"4169",21,1886,1,"Undirected"
"4170",21,1887,1,"Undirected"
"4171",21,1888,1,"Undirected"
"4172",21,1889,1,"Undirected"
"4173",21,1890,1,"Undirected"
"4174",24,1891,2,"Undirected"
"4175",24,1892,1,"Undirected"
"4176",27,1893,1,"Undirected"
"4177",27,1894,1,"Undirected"
"4178",8,1895,1,"Undirected"
"4179",9,1896,1,"Undirected"
"4180",10,1897,1,"Undirected"
"4181",10,1898,1,"Undirected"
"4182",10,1899,1,"Undirected"
"4183",11,1900,1,"Undirected"
"4184",20,1900,1,"Undirected"
"4185",20,1901,1,"Undirected"
"4186",6,1902,1,"Undirected"
"4187",24,1903,1,"Undirected"
"4188",3,1904,1,"Undirected"
"4189",22,1904,1,"Undirected"
"4190",27,1904,1,"Undirected"
"4191",27,1905,1,"Undirected"
"4192",28,1906,1,"Undirected"
"4193",1,1907,1,"Undirected"
"4194",3,1908,1,"Undirected"
"4195",8,1909,1,"Undirected"
"4196",9,1909,1,"Undirected"
"4197",10,1910,1,"Undirected"
"4198",24,1910,1,"Undirected"
"4199",25,1911,1,"Undirected"
"4200",1,1912,1,"Undirected"
"4201",10,1912,1,"Undirected"
"4202",2,1913,1,"Undirected"
"4203",2,1914,1,"Undirected"
"4204",20,1915,1,"Undirected"
"4205",20,1916,1,"Undirected"
"4206",3,1917,1,"Undirected"
"4207",27,1918,1,"Undirected"
"4208",28,1919,1,"Undirected"
"4209",3,1920,1,"Undirected"
"4210",7,1921,1,"Undirected"
"4211",9,1921,1,"Undirected"
"4212",15,1921,1,"Undirected"
"4213",9,1922,1,"Undirected"
"4214",10,1923,1,"Undirected"
"4215",13,1924,2,"Undirected"
"4216",22,1925,2,"Undirected"
"4217",3,1926,1,"Undirected"
"4218",27,1926,1,"Undirected"
"4219",11,1927,1,"Undirected"
"4220",13,1928,1,"Undirected"
"4221",20,1929,1,"Undirected"
"4222",7,1930,1,"Undirected"
"4223",20,1930,1,"Undirected"
"4224",20,1931,1,"Undirected"
"4225",20,1932,1,"Undirected"
"4226",20,1933,1,"Undirected"
"4227",20,1934,1,"Undirected"
"4228",24,1935,1,"Undirected"
"4229",25,1936,1,"Undirected"
"4230",2,1937,1,"Undirected"
"4231",3,1938,1,"Undirected"
"4232",9,1939,1,"Undirected"
"4233",11,1940,1,"Undirected"
"4234",22,1940,1,"Undirected"
"4235",14,1941,1,"Undirected"
"4236",18,1942,1,"Undirected"
"4237",24,1943,1,"Undirected"
"4238",24,1944,1,"Undirected"
"4239",10,1945,1,"Undirected"
"4240",2,1946,1,"Undirected"
"4241",3,1947,1,"Undirected"
"4242",7,1948,1,"Undirected"
"4243",14,1949,2,"Undirected"
"4244",19,1949,1,"Undirected"
"4245",14,1950,2,"Undirected"
"4246",18,1951,1,"Undirected"
"4247",23,1952,1,"Undirected"
"4248",17,1953,1,"Undirected"
"4249",9,1954,1,"Undirected"
"4250",9,1955,1,"Undirected"
"4251",15,1955,1,"Undirected"
"4252",10,1956,1,"Undirected"
"4253",13,1957,1,"Undirected"
"4254",19,1958,1,"Undirected"
"4255",3,1959,1,"Undirected"
"4256",11,1960,1,"Undirected"
"4257",20,1961,1,"Undirected"
"4258",24,1962,1,"Undirected"
"4259",26,1963,1,"Undirected"
"4260",27,1964,1,"Undirected"
"4261",27,1965,1,"Undirected"
"4262",10,1966,1,"Undirected"
"4263",13,1967,1,"Undirected"
"4264",1,1968,1,"Undirected"
"4265",20,1969,1,"Undirected"
"4266",8,1970,1,"Undirected"
"4267",20,1971,1,"Undirected"
"4268",13,1972,1,"Undirected"
"4269",1,1973,1,"Undirected"
"4270",17,1973,1,"Undirected"
"4271",1,1974,1,"Undirected"
"4272",2,1975,1,"Undirected"
"4273",2,1976,1,"Undirected"
"4274",13,1977,1,"Undirected"
"4275",19,1978,1,"Undirected"
"4276",26,1979,1,"Undirected"
"4277",3,1980,1,"Undirected"
"4278",13,1981,1,"Undirected"
"4279",26,1982,1,"Undirected"
"4280",11,1983,1,"Undirected"
"4281",8,1984,1,"Undirected"
"4282",22,1985,1,"Undirected"
"4283",5,1986,1,"Undirected"
"4284",22,1987,1,"Undirected"
"4285",13,1988,1,"Undirected"
"4286",21,1989,1,"Undirected"
"4287",23,1990,1,"Undirected"
"4288",27,1991,1,"Undirected"
"4289",28,1992,1,"Undirected"
"4290",1,1993,1,"Undirected"
"4291",11,1994,1,"Undirected"
"4292",20,1995,1,"Undirected"
"4293",4,1996,1,"Undirected"
"4294",10,1997,1,"Undirected"
"4295",3,1998,2,"Undirected"
"4296",20,1999,1,"Undirected"
"4297",10,2000,1,"Undirected"
"4298",10,2001,1,"Undirected"
"4299",3,2002,1,"Undirected"
"4300",1,2003,1,"Undirected"
"4301",24,2004,1,"Undirected"
"4302",27,2005,1,"Undirected"
"4303",3,2006,1,"Undirected"
"4304",10,2007,1,"Undirected"
"4305",14,2008,1,"Undirected"
"4306",18,2009,1,"Undirected"
"4307",19,2009,1,"Undirected"
"4308",19,2010,1,"Undirected"
"4309",26,2011,1,"Undirected"
"4310",14,2012,1,"Undirected"
"4311",3,2013,2,"Undirected"
"4312",15,2014,1,"Undirected"
"4313",11,2015,1,"Undirected"
"4314",10,2016,1,"Undirected"
"4315",27,2017,1,"Undirected"
"4316",26,2018,1,"Undirected"
"4317",15,2019,1,"Undirected"
"4318",19,2020,1,"Undirected"
"4319",20,2020,1,"Undirected"
"4320",5,2021,1,"Undirected"
"4321",9,2022,1,"Undirected"
"4322",1,2023,2,"Undirected"
"4323",10,2023,2,"Undirected"
"4324",11,2023,1,"Undirected"
"4325",19,2024,1,"Undirected"
"4326",3,2025,1,"Undirected"
"4327",7,2026,1,"Undirected"
"4328",1,2027,1,"Undirected"
"4329",25,2027,1,"Undirected"
"4330",10,2028,1,"Undirected"
"4331",1,2029,1,"Undirected"
"4332",3,2030,1,"Undirected"
"4333",3,2031,1,"Undirected"
"4334",3,2032,1,"Undirected"
"4335",10,2033,1,"Undirected"
"4336",3,2034,1,"Undirected"
"4337",10,2034,2,"Undirected"
"4338",13,2035,1,"Undirected"
"4339",3,2036,1,"Undirected"
"4340",5,2037,1,"Undirected"
"4341",5,2038,1,"Undirected"
"4342",27,2039,1,"Undirected"
"4343",2,2040,1,"Undirected"
"4344",18,2041,1,"Undirected"
"4345",10,2042,2,"Undirected"
"4346",2,2043,1,"Undirected"
"4347",14,2043,1,"Undirected"
"4348",25,2044,1,"Undirected"
"4349",12,2045,1,"Undirected"
"4350",24,2046,1,"Undirected"
"4351",26,2047,1,"Undirected"
"4352",27,2048,1,"Undirected"
"4353",11,2049,1,"Undirected"
"4354",14,2049,1,"Undirected"
"4355",14,2050,1,"Undirected"
"4356",24,2051,1,"Undirected"
"4357",14,2052,1,"Undirected"
"4358",23,2053,1,"Undirected"
"4359",18,2054,1,"Undirected"
"4360",14,2055,1,"Undirected"
"4361",7,2056,1,"Undirected"
"4362",9,2057,1,"Undirected"
"4363",24,2058,1,"Undirected"
"4364",2,2059,1,"Undirected"
"4365",3,2060,1,"Undirected"
"4366",25,2061,1,"Undirected"
"4367",3,2062,1,"Undirected"
"4368",27,2063,1,"Undirected"
"4369",3,2064,1,"Undirected"
"4370",10,2065,1,"Undirected"
"4371",26,2066,1,"Undirected"
"4372",9,2067,2,"Undirected"
"4373",28,2067,1,"Undirected"
"4374",14,2068,1,"Undirected"
"4375",14,2069,2,"Undirected"
"4376",21,2070,1,"Undirected"
"4377",3,2071,1,"Undirected"
"4378",15,2072,1,"Undirected"
"4379",19,2073,1,"Undirected"
"4380",7,2074,1,"Undirected"
"4381",3,2075,1,"Undirected"
"4382",13,2076,1,"Undirected"
"4383",2,2077,1,"Undirected"
"4384",18,2078,1,"Undirected"
"4385",25,2079,1,"Undirected"
"4386",14,2080,1,"Undirected"
"4387",24,2081,1,"Undirected"
"4388",22,2082,1,"Undirected"
"4389",14,2083,1,"Undirected"
"4390",15,2084,1,"Undirected"
"4391",11,2085,1,"Undirected"
"4392",23,2085,1,"Undirected"
"4393",14,2086,1,"Undirected"
"4394",7,2087,1,"Undirected"
"4395",20,2088,1,"Undirected"
"4396",2,2089,1,"Undirected"
"4397",27,2090,1,"Undirected"
"4398",3,2091,1,"Undirected"
"4399",20,2092,1,"Undirected"
"4400",15,2093,1,"Undirected"
"4401",3,2094,1,"Undirected"
"4402",15,2095,1,"Undirected"
"4403",9,2096,1,"Undirected"
"4404",14,2097,1,"Undirected"
"4405",9,2098,1,"Undirected"
"4406",15,2099,1,"Undirected"
"4407",11,2100,1,"Undirected"
"4408",19,2100,1,"Undirected"
"4409",25,2101,1,"Undirected"
"4410",3,2102,1,"Undirected"
"4411",3,2103,1,"Undirected"
"4412",14,2104,1,"Undirected"
"4413",19,2105,1,"Undirected"
"4414",19,2106,1,"Undirected"
"4415",14,2107,1,"Undirected"
"4416",22,2108,1,"Undirected"
"4417",15,2109,1,"Undirected"
"4418",23,2110,1,"Undirected"
"4419",14,2111,1,"Undirected"
"4420",9,2112,1,"Undirected"
"4421",20,2113,1,"Undirected"
"4422",15,2114,1,"Undirected"
"4423",27,2115,1,"Undirected"
"4424",3,2116,1,"Undirected"
"4425",9,2117,1,"Undirected"
"4426",19,2118,1,"Undirected"
"4427",25,2119,1,"Undirected"
"4428",10,2120,2,"Undirected"
"4429",3,2121,1,"Undirected"
"4430",15,2122,1,"Undirected"
"4431",13,2123,1,"Undirected"
"4432",24,2124,1,"Undirected"
"4433",14,2125,1,"Undirected"
"4434",20,2126,1,"Undirected"
"4435",3,2127,1,"Undirected"
"4436",27,2128,1,"Undirected"
"4437",25,2129,1,"Undirected"
"4438",9,2130,1,"Undirected"
"4439",9,2131,1,"Undirected"
"4440",3,2132,1,"Undirected"
"4441",7,2132,1,"Undirected"
"4442",8,2132,1,"Undirected"
"4443",9,2132,1,"Undirected"
"4444",14,2132,1,"Undirected"
"4445",14,2133,1,"Undirected"
"4446",20,2134,1,"Undirected"
"4447",3,2135,1,"Undirected"
"4448",2,2136,1,"Undirected"
"4449",9,2137,1,"Undirected"
"4450",28,2137,1,"Undirected"
"4451",9,2138,1,"Undirected"
"4452",10,2139,1,"Undirected"
"4453",19,2140,1,"Undirected"
"4454",9,2141,1,"Undirected"
"4455",24,2141,1,"Undirected"
"4456",25,2142,1,"Undirected"
"4457",13,2143,1,"Undirected"
"4458",23,2143,1,"Undirected"
"4459",25,2143,1,"Undirected"
"4460",28,2144,1,"Undirected"
"4461",3,2145,1,"Undirected"
"4462",7,2145,1,"Undirected"
"4463",9,2145,1,"Undirected"
"4464",14,2145,1,"Undirected"
"4465",24,2146,1,"Undirected"
"4466",3,2147,1,"Undirected"
"4467",25,2148,1,"Undirected"
"4468",28,2149,1,"Undirected"
"4469",14,2150,1,"Undirected"
"4470",3,2151,1,"Undirected"
"4471",9,2152,1,"Undirected"
"4472",9,2153,1,"Undirected"
"4473",25,2154,1,"Undirected"
"4474",24,2155,1,"Undirected"
"4475",3,2156,1,"Undirected"
"4476",24,2157,1,"Undirected"
"4477",3,2158,1,"Undirected"
"4478",9,2159,1,"Undirected"
"4479",3,2160,1,"Undirected"
"4480",27,2161,1,"Undirected"
"4481",9,2162,1,"Undirected"
"4482",27,2163,1,"Undirected"
"4483",27,2164,1,"Undirected"
"4484",27,2165,1,"Undirected"
